Address,Aggregate_rating,Average_Cost_for_two,City,Country_Code,Cuisines,Currency,Has_Online_delivery,Has_Table_booking,Is_delivering_now,Latitude,Locality,Locality_Verbose,Longitude,Price_range,Rating_color,Rating_text,Restaurant_ID,Restaurant_Name,Votes,_id
"634, Saraswati Vihar, Chakarpur, MG Road, Gurgaon",2.8,400,Gurgaon,1,"North Indian, Chinese, Mughlai",Indian Rupees(Rs.),No,No,No,28.4760986,MG Road,"MG Road, Gurgaon",77.0829327,1,Orange,Average,303470,Mehfil-e-Handi,36,6120e397a4acd2e728595335
"24, Basant Lok Market, Vasant Vihar, New Delhi",3.3,1700,New Delhi,1,"Japanese, Chinese, Malaysian, Thai, Vietnamese",Indian Rupees(Rs.),Yes,No,No,28.55915278,"Basant Lok Market, Vasant Vihar","Basant Lok Market, Vasant Vihar, New Delhi",77.16345278,3,Orange,Average,303472,The Kylin Experience,60,6120e397a4acd2e728595336
"Shop 4, Housing Board Complex, Saraswati Vihar, Chakarpur, MG Road, Gurgaon",3.2,550,Gurgaon,1,"North Indian, Chinese, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.4761607,MG Road,"MG Road, Gurgaon",77.0828835,2,Orange,Average,303477,Handi X-Press,75,6120e397a4acd2e728595337
"Hotel Grenville, 29/4, Near Kalyani Hospital, Opposite SBI Gurgaon, Sector 14, Gurgaon",0,600,Gurgaon,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.4655681,"Hotel Grenville, MG Road","Hotel Grenville, MG Road, Gurgaon",77.038546,2,White,Not rated,303486,Call For Cuisine - Hotel Grenville,2,6120e397a4acd2e728595338
"Khaira Mod, Najafgarh, New Delhi",0,150,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6112536,Najafgarh,"Najafgarh, New Delhi",76.9748922,1,White,Not rated,303497,Shri Shyam Ji Shudh Shakahari Bhojnalaya,0,6120e397a4acd2e728595339
"Khaira Mod, Najafgarh, New Delhi",0,100,New Delhi,1,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6110748,Najafgarh,"Najafgarh, New Delhi",76.9752946,1,White,Not rated,303500,Lamba Sweets Corner,2,6120e397a4acd2e72859533a
"Dhansa Mod, Najafgarh, New Delhi",0,150,New Delhi,1,"Mithai, Chinese",Indian Rupees(Rs.),No,No,No,28.6112432,Najafgarh,"Najafgarh, New Delhi",76.9753796,1,White,Not rated,303537,Sat Narayan Fast Food,1,6120e397a4acd2e72859533b
"Near Batla House Bus Stand, Jamia Nagar, Near, New Friends Colony, New Delhi",3.2,250,New Delhi,1,"Biryani, Mughlai",Indian Rupees(Rs.),No,No,No,28.56489598,New Friends Colony,"New Friends Colony, New Delhi",77.28855785,1,Orange,Average,303547,Tipu Sultan Chicken Point,27,6120e397a4acd2e72859533c
"4, Okhla Bus Stand, Jamia Nagar, Near, New Friends Colony, New Delhi",0,250,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.56308413,New Friends Colony,"New Friends Colony, New Delhi",77.2912015,1,White,Not rated,303559,Brij Palace Restaurant,2,6120e397a4acd2e72859533d
"B-147, Naveen Plaza, Sharma Market, Prahladpur, Suraj Kund, Faridabad",3.1,600,Faridabad,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.4992231,Suraj Kund,"Suraj Kund, Faridabad",77.2930411,2,Orange,Average,303571,Spice Wok,18,6120e397a4acd2e72859533e
"48, Prithviraj Market, Khan Market, New Delhi",2.5,650,New Delhi,1,"North Indian, Chinese, Mexican, Lebanese, Italian, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.6004185,Khan Market,"Khan Market, New Delhi",77.2252919,2,Orange,Average,303574,Omazoni,120,6120e397a4acd2e72859533f
"1/2, Ground Floor, Opposite Patel Nagar Metro Station, East Patel Nagar, New Delhi",3.6,600,New Delhi,1,"Burger, Desserts, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.6449373,East Patel Nagar,"East Patel Nagar, New Delhi",77.1695686,2,Yellow,Good,303575,"Dunkin' Donuts",177,6120e397a4acd2e728595340
"G-3, Pankaj Plaza 2, Community Center, Karkardooma, New Delhi",3.5,800,New Delhi,1,North Indian,Indian Rupees(Rs.),No,Yes,No,28.6479181,Karkardooma,"Karkardooma, New Delhi",77.3031754,2,Yellow,Good,303578,"Chawla's Tandoori Junction",159,6120e397a4acd2e728595341
"9, DDA Market 1, Opposite St. Andrew's Scots School, IP Extension, New Delhi",3.1,200,New Delhi,1,"Fast Food, Desserts",Indian Rupees(Rs.),No,No,No,28.6360907,IP Extension,"IP Extension, New Delhi",77.2995552,1,Orange,Average,303582,Cafe Meadows,26,6120e397a4acd2e728595342
"Opposite Narmada Hostel, JNU, New Delhi",3.4,300,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.5474027,JNU,"JNU, New Delhi",77.1656368,1,Orange,Average,303583,Teflas,53,6120e397a4acd2e728595343
"A-142, Madhu Vihar Main Road, Near Patparganj Bus Depot, IP Extension, New Delhi",3.2,200,New Delhi,1,"Bakery, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.6362503,IP Extension,"IP Extension, New Delhi",77.3056876,1,Orange,Average,303586,Finger Licious,137,6120e397a4acd2e728595344
"2/49, Moti Nagar, New Delhi",2.9,200,New Delhi,1,"Bakery, Desserts",Indian Rupees(Rs.),No,No,No,28.6577012,Moti Nagar,"Moti Nagar, New Delhi",77.1399344,1,Orange,Average,303589,Snaxpress Tastes & Cakes,5,6120e397a4acd2e728595345
"G-12, Aggarwal Tower, Local Shopping Complex 2, Near AVB Public School, IP Extension, New Delhi",3.2,350,New Delhi,1,North Indian,Indian Rupees(Rs.),Yes,No,No,28.6278421,IP Extension,"IP Extension, New Delhi",77.307845,1,Orange,Average,303590,Vaishno Amritsari Dhaba,51,6120e397a4acd2e728595346
"2, DDA Market 2, Near Balco Apartment, IP Extension, New Delhi",3.5,150,New Delhi,1,"Mithai, South Indian, Street Food",Indian Rupees(Rs.),No,No,No,28.630711,IP Extension,"IP Extension, New Delhi",77.305996,1,Yellow,Good,303592,Bhatia Sweets,97,6120e397a4acd2e728595347
"F-15/40, Rohini, New Delhi",2.7,550,New Delhi,1,"North Indian, Mughlai",Indian Rupees(Rs.),Yes,No,No,28.7341659,Rohini,"Rohini, New Delhi",77.1320227,2,Orange,Average,303595,Chicken Khurana,128,6120e397a4acd2e728595348
"Shop 57, Ghalib Road, Near Lal Mahal, Nizamuddin, New Delhi",3.9,300,New Delhi,1,"Mughlai, Biryani",Indian Rupees(Rs.),No,No,No,28.5922428,Nizamuddin,"Nizamuddin, New Delhi",77.242491,1,Yellow,Good,303599,Ghalib Kabab Corner,251,6120e397a4acd2e728595349
"165, Block C, Ground Floor, Gandhi Vihar, Mukherjee Nagar, New Delhi",2.9,400,New Delhi,1,"Chinese, Tibetan",Indian Rupees(Rs.),No,No,No,28.7054069,Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2120877,1,Orange,Average,303602,Tibet Kujing,11,6120e397a4acd2e72859534a
"7, Kamal Complex, JNU, New Delhi",3,350,New Delhi,1,"North Indian, Fast Food",Indian Rupees(Rs.),No,No,No,28.54865293,JNU,"JNU, New Delhi",77.16718253,1,Orange,Average,303604,Qureshi,27,6120e397a4acd2e72859534b
"Sohna Chowk, Sohna Road, Gurgaon",3.4,150,Gurgaon,1,North Indian,Indian Rupees(Rs.),No,No,No,28.4579514,Sohna Road,"Sohna Road, Gurgaon",77.0276151,1,Orange,Average,303606,Gulshan Dhaba,20,6120e397a4acd2e72859534c
"39, Birbal Road, Jangpura Extension, Jangpura, New Delhi",3,500,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.5837347,Jangpura,"Jangpura, New Delhi",77.2439728,2,Orange,Average,303608,Simple Restaurant,15,6120e397a4acd2e72859534d
"1, DDA Market, Garhi, Opposite ISCON Temple, East of Kailash, New Delhi",3.2,350,New Delhi,1,"North Indian, South Indian",Indian Rupees(Rs.),No,No,No,28.55691625,East of Kailash,"East of Kailash, New Delhi",77.2515556,1,Orange,Average,303625,Raju Vaishnav Dhaba,19,6120e397a4acd2e72859534e
"N-8, Opposite Kirti Club, Kirti Nagar, New Delhi",2.6,550,New Delhi,1,"Chinese, Fast Food",Indian Rupees(Rs.),No,No,No,28.6560415,Kirti Nagar,"Kirti Nagar, New Delhi",77.1406718,2,Orange,Average,303635,Chinese Dragon,49,6120e397a4acd2e72859534f
"Ground Floor, E-23, Netaji Subhash Marg, Opposite Golcha Cinema, Daryaganj, New Delhi",2.3,700,New Delhi,1,"Pizza, Fast Food",Indian Rupees(Rs.),No,No,No,28.6440556,Daryaganj,"Daryaganj, New Delhi",77.2402141,2,Red,Poor,303637,"Domino's Pizza",32,6120e397a4acd2e728595350
"526, Kucha Pati Ram, Bazar Sita Ram, Near Chawri Bazar Metro Station, Chawri Bazar, New Delhi",4.5,200,New Delhi,1,Ice Cream,Indian Rupees(Rs.),No,No,No,28.6477617,Chawri Bazar,"Chawri Bazar, New Delhi",77.2270433,1,Dark Green,Excellent,303642,Kuremal Mohan Lal Kulfi Wale,545,6120e397a4acd2e728595351
"934, Kucha Pati Ram, Sitaram Bazar, Chandni Chowk, New Delhi",3.4,100,New Delhi,1,Desserts,Indian Rupees(Rs.),No,No,No,28.6476635,Chandni Chowk,"Chandni Chowk, New Delhi",77.2269535,1,Orange,Average,303643,Shri Duli Chand Naresh Gupta,18,6120e397a4acd2e728595352
"4013, Raghuganj, Near PNB ATM, Chawri Bazar, New Delhi",4.1,150,New Delhi,1,"Fast Food, Beverages",Indian Rupees(Rs.),No,No,No,28.65051,Chawri Bazar,"Chawri Bazar, New Delhi",77.2295582,1,Green,Very Good,303644,Jain Coffee House,169,6120e397a4acd2e728595353
"Celebrity Homes, Palam Vihar, Gurgaon",0,450,Gurgaon,1,"Bakery, Desserts",Indian Rupees(Rs.),No,No,No,28.5145201,Palam Vihar,"Palam Vihar, Gurgaon",77.0351721,1,White,Not rated,303697,Bakelicious 18,2,6120e397a4acd2e728595354
"27, Ground Floor, Ansal Plaza Mall, Palam Vihar, Gurgaon",3,250,Gurgaon,1,Bakery,Indian Rupees(Rs.),No,No,No,28.5114162,"Ansal Plaza Mall, Palam Vihar","Ansal Plaza Mall, Palam Vihar, Gurgaon",77.0420091,1,Orange,Average,303699,Cakes & More,4,6120e397a4acd2e728595355
"11747/4, Sant Nagar, Karol Bagh, New Delhi",3.1,750,New Delhi,1,Hyderabadi,Indian Rupees(Rs.),Yes,Yes,No,28.64837929,Karol Bagh,"Karol Bagh, New Delhi",77.18398858,2,Orange,Average,303704,New Angaar Hyderabadi,134,6120e397a4acd2e728595356
"Ground Floor, DLF Mega Mall, DLF Phase 1, Gurgaon",2.8,800,Gurgaon,1,"Italian, Pizza, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.47626303,"DLF Mega Mall, DLF Phase 1","DLF Mega Mall, DLF Phase 1, Gurgaon",77.09333964,2,Orange,Average,303709,Pizza Hut Delivery,29,6120e397a4acd2e728595357
"B-1/30, Near Aurobindo Marg, Hauz Khas, New Delhi",3.8,300,New Delhi,1,"Bakery, Desserts",Indian Rupees(Rs.),Yes,No,No,28.5513909,Hauz Khas,"Hauz Khas, New Delhi",77.2045677,1,Yellow,Good,303716,Pink Box,243,6120e397a4acd2e728595358
"5-G, Dada Jungi House, Shahpur Jat, New Delhi",3.6,1100,New Delhi,1,Cafe,Indian Rupees(Rs.),Yes,Yes,No,28.5491821,Shahpur Jat,"Shahpur Jat, New Delhi",77.212447,3,Yellow,Good,303723,Cafe Red,260,6120e397a4acd2e728595359
"New Mata Road, Rajiv Colony, Sector 14, Gurgaon",2.8,150,Gurgaon,1,"Chinese, Street Food",Indian Rupees(Rs.),No,No,No,28.4755199,Sector 14,"Sector 14, Gurgaon",77.0404135,1,Orange,Average,303730,Assam Tea Corner,6,6120e397a4acd2e72859535a
"Late Atul Kataria Chowk, Sector 14, Gurgaon",2.8,600,Gurgaon,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.48038451,Sector 14,"Sector 14, Gurgaon",77.04808339,2,Orange,Average,303743,Chinar Junction,8,6120e397a4acd2e72859535b
"New Mata Kataria Road, Rajiv Colony, Sector 14, Gurgaon",2.9,200,Gurgaon,1,North Indian,Indian Rupees(Rs.),No,No,No,28.4758641,Sector 14,"Sector 14, Gurgaon",77.0363305,1,Orange,Average,303747,Uttarakhand Fast Food,6,6120e397a4acd2e72859535c
"F10/F11, Central Plaza Mall, Golf Course Road, Gurgaon",3.8,1600,Gurgaon,1,"Chinese, Thai, North Indian, Japanese",Indian Rupees(Rs.),Yes,Yes,No,28.4429395,"Central Plaza Mall, Golf Course Road","Central Plaza Mall, Golf Course Road, Gurgaon",77.1008268,3,Yellow,Good,303749,Asian Bistro,184,6120e397a4acd2e72859535d
"73, Meherchand Market, Lodhi Colony, New Delhi",3.7,2000,New Delhi,1,"American, Continental, Italian, Bakery",Indian Rupees(Rs.),Yes,Yes,No,28.5844597,Lodhi Colony,"Lodhi Colony, New Delhi",77.226711,4,Yellow,Good,303753,"Elma's Brasserie",393,6120e397a4acd2e72859535e
"Plot 100, Sheetla Mata Road, Rajeev Nagar, Sector 14, Gurgaon",2.8,400,Gurgaon,1,North Indian,Indian Rupees(Rs.),No,No,No,28.4758171,Sector 14,"Sector 14, Gurgaon",77.0347763,1,Orange,Average,303765,Wahid Food Corner,6,6120e397a4acd2e72859535f
"HPO Chowk, Sadar Bazar, Gurgaon",3.1,250,Gurgaon,1,North Indian,Indian Rupees(Rs.),No,No,No,28.4623451,Sadar Bazar,"Sadar Bazar, Gurgaon",77.0313172,1,Orange,Average,303779,Sialkoti Vaishno Dhaba,16,6120e397a4acd2e728595360
"47, Krishna Market, Lajpat Nagar 1, New Delhi",2.6,100,New Delhi,1,North Indian,Indian Rupees(Rs.),Yes,No,No,28.57534897,Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.24246509,1,Orange,Average,303784,Mahadev Dhaba,10,6120e397a4acd2e728595361
"5084-A, Ajay Guest House, Opposite Khanna Cinema, Main Bazar, Paharganj, New Delhi",3.2,600,New Delhi,1,"Fast Food, Continental, Italian, Bakery",Indian Rupees(Rs.),No,No,No,28.6408418,Paharganj,"Paharganj, New Delhi",77.2122674,2,Orange,Average,303788,Organic German Bakeshop - Brown Bread Bakery,22,6120e397a4acd2e728595362
"Shop 78, HUDA Market, Sector 46, Near Sector 45, Gurgaon",3.2,600,Gurgaon,1,"North Indian, Chinese, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.4350181,Sector 45,"Sector 45, Gurgaon",77.0595047,2,Orange,Average,303848,Burger Unlimited Kitchen,41,6120e397a4acd2e728595363
"B-29/B, Opposite Mother Dairy, Vijay Nagar, New Delhi",4.2,400,New Delhi,1,"Bakery, Desserts, Fast Food",Indian Rupees(Rs.),No,No,No,28.6906011,Vijay Nagar,"Vijay Nagar, New Delhi",77.2014873,1,Green,Very Good,303849,Mr. Crust Bakers,741,6120e397a4acd2e728595364
"A 29/3, NH 8, Mahipalpur Extension, Mahipalpur, New Delhi",2.9,1000,New Delhi,1,"North Indian, South Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,28.549335,Mahipalpur,"Mahipalpur, New Delhi",77.1277978,3,Orange,Average,303851,Barichi Restaurant,7,6120e397a4acd2e728595365
"1st Floor, Cross Point Mall, DLF Phase 4, Gurgaon",3.7,1700,Gurgaon,1,"Finger Food, Continental, Italian",Indian Rupees(Rs.),No,Yes,No,28.4683973,"Cross Point Mall, DLF Phase 4","Cross Point Mall, DLF Phase 4, Gurgaon",77.0830226,3,Yellow,Good,303858,The Pint Room,127,6120e397a4acd2e728595366
"Near Sector 5, Gol Chakkar, Palam Vihar, Gurgaon",2.7,800,Gurgaon,1,"North Indian, Chinese",Indian Rupees(Rs.),No,Yes,No,28.4865257,Palam Vihar,"Palam Vihar, Gurgaon",77.0199219,2,Orange,Average,303859,Hangover,11,6120e397a4acd2e728595367
"13/82, Geeta Colony, New Delhi",2.8,500,New Delhi,1,"Chinese, South Indian",Indian Rupees(Rs.),No,No,No,28.6503577,Geeta Colony,"Geeta Colony, New Delhi",77.2742445,2,Orange,Average,303860,Chinese Inn,28,6120e397a4acd2e728595368
"Near Sector 5, Ashok Vihar Phase 2, Palam Vihar, Gurgaon",0,500,Gurgaon,1,Mithai,Indian Rupees(Rs.),No,No,No,28.4860462,Palam Vihar,"Palam Vihar, Gurgaon",77.0194842,2,White,Not rated,303865,Shree Bikaner Mishthan Bhandar,2,6120e397a4acd2e728595369
"Shop 59, Vyapar Kendra, Palam Vihar, Gurgaon",2.8,200,Gurgaon,1,"Mithai, Bakery, Street Food",Indian Rupees(Rs.),No,No,No,28.5085989,"Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0313937,1,Orange,Average,303866,Manish Sweets & Bakers,5,6120e397a4acd2e72859536a
"31, Near HDFC Bank ATM, Sector 17 Market, Sector 17, Faridabad",2.7,600,Faridabad,1,"North Indian, Chinese",Indian Rupees(Rs.),Yes,No,No,28.4106029,Sector 17,"Sector 17, Faridabad",77.3288978,2,Orange,Average,303871,Momo-Cha,56,6120e397a4acd2e72859536b
"C-37, Near Shanti Nursing Home, Naveen Shahdara, Panchsheel Garden, Shahdara, New Delhi",3,250,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.6780127,Shahdara,"Shahdara, New Delhi",77.28182551,1,Orange,Average,303906,Chaska,10,6120e397a4acd2e72859536c
"Opposite Vishal Mega Mart, Mahipalpur, New Delhi",3.1,500,New Delhi,1,"Fast Food, North Indian, Bakery",Indian Rupees(Rs.),No,No,No,28.5470031,Mahipalpur,"Mahipalpur, New Delhi",77.1245783,2,Orange,Average,303958,Prabhu,8,6120e397a4acd2e72859536d
"1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon",4.6,2000,Gurgaon,1,"Finger Food, American, Continental, North Indian, Italian",Indian Rupees(Rs.),No,No,No,28.460271,"Global Foyer Mall, Golf Course Road","Global Foyer Mall, Golf Course Road, Gurgaon",77.0950273,4,Dark Green,Excellent,303960,Manhattan Brewery & Bar Exchange,2093,6120e397a4acd2e72859536e
"Jhandewalan Metro Station, Karol Bagh, New Delhi",2.6,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.64590801,Karol Bagh,"Karol Bagh, New Delhi",77.1968947,1,Orange,Average,303963,Cafe Coffee Day,21,6120e397a4acd2e72859536f
"B & E Market, Opposite Mother Dairy, Dilshad Garden, New Delhi",3.2,600,New Delhi,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.6805428,Dilshad Garden,"Dilshad Garden, New Delhi",77.3172671,2,Orange,Average,303994,Urban Punjab,103,6120e397a4acd2e728595370
"Corporate Suites, C 30/4, Sector 62, Noida",2.8,900,Noida,1,"North Indian, Chinese, Continental",Indian Rupees(Rs.),No,Yes,No,28.613167,Sector 62,"Sector 62, Noida",77.3684034,2,Orange,Average,303996,Swad,13,6120e397a4acd2e728595371
"145, Main Market, Sector 17, Faridabad",2.8,400,Faridabad,1,"Chinese, North Indian",Indian Rupees(Rs.),No,No,No,28.4101024,Sector 17,"Sector 17, Faridabad",77.3266023,1,Orange,Average,304001,Eat N Treat,20,6120e397a4acd2e728595372
"156, Main Market, Sector 17, Faridabad",3.3,700,Faridabad,1,"Chinese, North Indian",Indian Rupees(Rs.),Yes,No,No,28.4101156,Sector 17,"Sector 17, Faridabad",77.32609671,2,Orange,Average,304004,Tmos Moving Feast,76,6120e397a4acd2e728595373
"Ground Floor, Parsvnath CIty Mall, Sector 12, Faridabad",2.9,200,Faridabad,1,Bakery,Indian Rupees(Rs.),No,No,No,28.38339444,Sector 12,"Sector 12, Faridabad",77.31429167,1,Orange,Average,304006,Frontier,7,6120e397a4acd2e728595374
"Khasra 361, Near Bank Of India, Sultanpur, Near, Chhatarpur, New Delhi",2.7,500,New Delhi,1,"North Indian, Mughlai, Chinese",Indian Rupees(Rs.),Yes,No,No,28.49562447,Chhatarpur,"Chhatarpur, New Delhi",77.16154855,2,Orange,Average,304018,Spicy Food Court,23,6120e397a4acd2e728595375
"9-A, 1st Floor, Hauz Khas Village, New Delhi",3.5,1200,New Delhi,1,"North Indian, Chinese, Thai, Italian, Middle Eastern",Indian Rupees(Rs.),Yes,Yes,No,28.5541496,Hauz Khas Village,"Hauz Khas Village, New Delhi",77.1940584,3,Yellow,Good,304027,Masha,384,6120e397a4acd2e728595376
"18/1, Arya Samaj Road, Karol Bagh, New Delhi",2.8,500,New Delhi,1,"South Indian, North Indian, Chinese, Street Food, Fast Food",Indian Rupees(Rs.),No,No,No,28.646476,Karol Bagh,"Karol Bagh, New Delhi",77.1952884,2,Orange,Average,304028,Adyar Ananda Bhavan,39,6120e397a4acd2e728595377
"C-123, PP Towers, Netaji Subhash Place, New Delhi",3.3,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.6926578,Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1528753,1,Orange,Average,304030,Cafe Coffee Day,32,6120e397a4acd2e728595378
"UGF 22, Charmwood Plaza, Eros Garden, Charmwood Village, Faridabad",2.9,300,Faridabad,1,"Fast Food, North Indian",Indian Rupees(Rs.),No,No,No,28.4946638,Charmwood Village,"Charmwood Village, Faridabad",77.2905651,1,Orange,Average,304046,Cafe And More,4,6120e397a4acd2e728595379
"E 51, Shiv Durga Vihar, Dayal Bagh, Faridabad",0,200,Faridabad,1,South Indian,Indian Rupees(Rs.),No,No,No,28.4937692,Dayal Bagh,"Dayal Bagh, Faridabad",77.294319,1,White,Not rated,304062,Jai Jagannath Hotel,3,6120e397a4acd2e72859537a
"16, CC Block DDA Market, Shalimar Bagh, New Delhi",3.1,350,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.7195845,Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1586721,1,Orange,Average,304090,Mehfil Tawa Tandoor,9,6120e397a4acd2e72859537b
"Bazaar Matia Mahal, Jama Masjid, New Delhi",3,350,New Delhi,1,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.6487528,Jama Masjid,"Jama Masjid, New Delhi",77.2335637,1,Orange,Average,304091,Chicken Mughlai,6,6120e397a4acd2e72859537c
"1, A Block Market, Shalimar Bagh, New Delhi",3.4,300,New Delhi,1,North Indian,Indian Rupees(Rs.),No,No,No,28.7061721,Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1695908,1,Orange,Average,304092,"Arora's Veg. Corner",18,6120e397a4acd2e72859537d
"3 & 4, Plot 7, Vardhman Shopping Complex, Pitampura, New Delhi",3.2,600,New Delhi,1,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.6998969,Pitampura,"Pitampura, New Delhi",77.1450145,2,Orange,Average,304093,"Chawla's Tandoori Xpress",45,6120e397a4acd2e72859537e
"2nd Floor, Shoppers Stop, The Great India Place Mall, Sector 38, Noida",2.7,450,Noida,1,Cafe,Indian Rupees(Rs.),No,No,No,28.5678712,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3262953,1,Orange,Average,304103,Cafe Coffee Day,18,6120e397a4acd2e72859537f
"Near Kamal Cinema, Safdarjung Enclave, New Delhi, Safdarjung, New Delhi",2.8,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.56540556,Safdarjung,"Safdarjung, New Delhi",77.199075,1,Orange,Average,304107,Cafe Coffee Day,16,6120e397a4acd2e728595380
"Ground Floor, Ridhi Sidhi Plaza, Ashoka Main, Sector 34, Faridabad",2.7,800,Faridabad,1,"South Indian, North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.471413,Sector 34,"Sector 34, Faridabad",77.3107195,2,Orange,Average,304112,Shree Rathnam,29,6120e397a4acd2e728595381
"Shop 14, Devi Sahai Market, Sector 37, Faridabad",2.8,600,Faridabad,1,"North Indian, Mughlai",Indian Rupees(Rs.),No,No,No,28.48426667,Sector 37,"Sector 37, Faridabad",77.30677778,2,Orange,Average,304114,Laziz Restaurant,11,6120e397a4acd2e728595382
"Near Paras Hospital, Sector 43, Gurgaon",3,600,Gurgaon,1,"North Indian, Fast Food",Indian Rupees(Rs.),Yes,No,No,28.4507062,Sector 43,"Sector 43, Gurgaon",77.0906106,2,Orange,Average,304142,Midnight Sutra,174,6120e397a4acd2e728595383
"Ground Floor, New Delhi Metro Station, Paharganj, New Delhi",2.7,450,New Delhi,1,Cafe,Indian Rupees(Rs.),No,No,No,28.6429341,Paharganj,"Paharganj, New Delhi",77.22227074,1,Orange,Average,304152,Cafe Coffee Day,16,6120e397a4acd2e728595384
"E-34 & 35, 1st Floor, Inner Circle, Connaught Place, New Delhi",2.5,1000,New Delhi,1,"North Indian, Chinese, Italian, Continental",Indian Rupees(Rs.),No,No,No,28.6328378,Connaught Place,"Connaught Place, New Delhi",77.2213398,3,Orange,Average,304154,My Bar Square,1096,6120e397a4acd2e728595385
"Khyala Road, Vishnu Garden, Tilak Nagar, New Delhi",0,200,New Delhi,1,"Mithai, Street Food",Indian Rupees(Rs.),No,No,No,28.6481247,Tilak Nagar,"Tilak Nagar, New Delhi",77.1034131,1,White,Not rated,304160,Grover Sweets Rajouri Wala,2,6120e397a4acd2e728595386
"Mukherji Park, Punjabi Market, Tilak Nagar, New Delhi",3.2,150,New Delhi,1,Street Food,Indian Rupees(Rs.),No,No,No,28.6448121,Tilak Nagar,"Tilak Nagar, New Delhi",77.1006304,1,Orange,Average,304161,Sagar Choley Bhatoorey,26,6120e397a4acd2e728595387
"93, Opposite Venkateswara College, Satyaniketan, New Delhi",3.6,600,New Delhi,1,"Street Food, Chinese, North Indian",Indian Rupees(Rs.),Yes,No,No,28.5880703,Satyaniketan,"Satyaniketan, New Delhi",77.1682428,2,Yellow,Good,304162,Chowringhee,364,6120e397a4acd2e728595388
"23/5-B, East Patel Nagar, New Delhi",3.2,250,New Delhi,1,Bakery,Indian Rupees(Rs.),No,No,No,28.6448006,East Patel Nagar,"East Patel Nagar, New Delhi",77.1735895,1,Orange,Average,304176,Bake Club,44,6120e397a4acd2e728595389
"Daryaganj, New Delhi",4.1,500,New Delhi,1,Mughlai,Indian Rupees(Rs.),No,No,No,28.6480581,Daryaganj,"Daryaganj, New Delhi",77.2400213,2,Green,Very Good,304181,Delhi 6 - Royal Cuisine Of The Walled City,271,6120e397a4acd2e72859538a
"Unit 2, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon",3.4,600,Gurgaon,1,"Burger, Desserts, Fast Food",Indian Rupees(Rs.),No,No,No,28.509779,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0715115,2,Orange,Average,304182,"Dunkin' Donuts",87,6120e397a4acd2e72859538b
"156, Opposite Escort Heart Institute, New Friends Colony, New Delhi",2.8,350,New Delhi,1,"North Indian, South Indian, Chinese, Mithai",Indian Rupees(Rs.),No,No,No,28.56088235,New Friends Colony,"New Friends Colony, New Delhi",77.27258228,1,Orange,Average,304183,Evergreen Sweets,14,6120e397a4acd2e72859538c
"DLF Phase 3, Gurgaon",3,700,Gurgaon,1,"North Indian, Chinese",Indian Rupees(Rs.),No,No,No,28.48750366,DLF Phase 3,"DLF Phase 3, Gurgaon",77.10263249,2,Orange,Average,304185,Chateau Garlic,14,6120e397a4acd2e72859538d
"D-65, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",3.1,600,New Delhi,1,Chinese,Indian Rupees(Rs.),Yes,No,No,28.56062056,Safdarjung,"Safdarjung, New Delhi",77.1989952,2,Orange,Average,304186,"Hangchuaa's Chinese Food Corner",35,6120e397a4acd2e72859538e
